heart	kidney	liver
ENSCATG00000035510	1.323854	1.648444	1.557767478
ENSCATG00000035511	7.264076	7.698897	7.306067889
ENSCATG00000035512	1.51489	1.849127	1.432024024
ENSCATG00000035513	4.419424	4.738508	4.270768126
ENSCATG00000035514	2.996756	2.583833	1.590686804
ENSCATG00000035515	4.207229	5.401245	4.083306993
ENSCATG00000035517	3.68931	3.927252	2.483875096
ENSCATG00000035518	4.715489	6.043239	5.385552522
ENSCATG00000035519	3.590131	2.141366	0.979996044
ENSCATG00000035520	7.587487	7.668611	6.334260769
ENSCATG00000035521	6.415833	4.676973	1.442619765
ENSCATG00000035522	4.52183	6.128753	4.322786243
ENSCATG00000035523	0.05896201	0.09964033	0.1701712
ENSCATG00000035524	4.035795	3.229241	1.662551431
ENSCATG00000035525	1.487646	0	0.554573135
ENSCATG00000035526	2.122832	2.443906	1.897190076
ENSCATG00000035527	3.671313	4.022038	3.870754318
ENSCATG00000035528	6.392145	6.641998	6.207337682
ENSCATG00000035529	2.538697	8.186936	9.902056993
ENSCATG00000035530	4.227813	4.760998	4.504486921
ENSCATG00000035531	0	0.8962959	0
ENSCATG00000035532	3.183568	3.408003	2.72238733
ENSCATG00000035533	2.692269	1.887455	3.203365624
ENSCATG00000035534	0.4868832	0.9554876	0
ENSCATG00000035535	2.945924	1.85731	1.756074939
ENSCATG00000035536	0.996766	1.382427	0.886330068
ENSCATG00000035537	2.592008	3.981734	3.327505435
ENSCATG00000035538	1.416018	1.61307	0
ENSCATG00000035539	2.787349	3.466444	2.575728619
ENSCATG00000035540	0	0.1117915	0
ENSCATG00000035542	0.5528541	0.4134684	1.91580922
ENSCATG00000035543	2.647374	4.56322	2.314518461
ENSCATG00000035544	2.730996	1.805985	0.725660895
ENSCATG00000035545	4.716209	5.432706	4.600523702
ENSCATG00000035546	2.152297	2.073094	2.923419244
ENSCATG00000035547	0.6524204	1.132264	2.620454568
ENSCATG00000035548	3.990465	3.178001	4.242747302
ENSCATG00000035549	0.1129028	0	0
ENSCATG00000035550	2.370111	2.563141	0.714218257
ENSCATG00000035551	0.635369	1.045436	0.245355707
ENSCATG00000035552	3.220353	3.615946	1.711556578
ENSCATG00000035553	1.478358	2.36301	0.953931202
ENSCATG00000035554	3.576956	5.481369	4.349012771
ENSCATG00000035555	4.428162	5.338107	4.803034285
ENSCATG00000035556	0.4713051	0.2986067	0
ENSCATG00000035557	0.1484669	0	0.077177495
ENSCATG00000035558	5.407533	5.502512	5.069931543
ENSCATG00000035559	5.294859	6.00134	4.462670895
ENSCATG00000035560	5.225961	5.936284	5.820794466
ENSCATG00000035561	3.750808	3.492966	3.192186431
ENSCATG00000035562	3.584757	5.236902	3.478828175
ENSCATG00000035563	4.818769	4.911289	4.063936894
ENSCATG00000035564	0.2833481	1.175007	0.375177367
ENSCATG00000035565	2.107959	3.18315	2.471710326
ENSCATG00000035567	4.633475	3.308359	2.495848377
ENSCATG00000035568	3.027053	3.359801	2.530972145
ENSCATG00000035569	2.371729	2.677975	2.153532333
ENSCATG00000035570	4.055382	3.134538	1.082047847
ENSCATG00000035571	4.927128	4.535387	3.266330802
ENSCATG00000035572	3.479463	3.277809	3.476031665
ENSCATG00000035573	4.994869	7.117401	7.940718523
ENSCATG00000035574	5.08644	5.345592	3.802990357
ENSCATG00000035575	0.02918005	0.5226875	0
ENSCATG00000035576	5.167301	6.872837	4.741822358
ENSCATG00000035578	0.09353097	1.67248	0
ENSCATG00000035579	0	0	0.022347216
ENSCATG00000035580	0.3674438	1.956625	1.23537783
ENSCATG00000035581	1.121917	2.249263	1.97717
ENSCATG00000035582	1.860367	0.7617712	1.009504835
ENSCATG00000035583	0.7616291	2.925426	1.529356211
ENSCATG00000035584	0	2.966462	0.089454354
ENSCATG00000035585	7.280817	8.47727	6.9096223
ENSCATG00000035587	5.914807	6.270797	5.4956731
ENSCATG00000035588	3.218611	3.688785	2.90548126
ENSCATG00000035589	4.913845	5.260187	4.366254922
ENSCATG00000035590	4.067811	3.871775	3.916505307
ENSCATG00000035591	3.626696	4.491186	4.244856622
ENSCATG00000035592	4.076066	3.991196	2.917990011
ENSCATG00000035593	4.692528	4.476129	7.657744317
ENSCATG00000035594	1.003307	3.293643	0.090535867
ENSCATG00000035595	1.640064	0.4519021	0.115739098
ENSCATG00000035596	4.022021	6.269193	1.91166129
ENSCATG00000035597	8.162834	7.433327	6.739578112
ENSCATG00000035598	0.8113905	0.5601084	0.278125143
ENSCATG00000035599	1.253433	1.900239	0.91853584
ENSCATG00000035600	3.095094	3.600603	3.038869838
ENSCATG00000035601	3.835054	3.543286	1.328451618
ENSCATG00000035602	0.5096391	0.692312	0.363912283
ENSCATG00000035603	1.480937	1.61281	0.588964751
ENSCATG00000035604	0.659952	4.111115	0.215382884
ENSCATG00000035605	4.696339	5.757805	4.806413256
ENSCATG00000035606	4.275476	6.22719	5.503344282
ENSCATG00000035608	1.73638	0	2.236563029
ENSCATG00000035609	5.092808	5.551737	4.850009264
ENSCATG00000035610	0.4003926	3.54669	1.268213391
ENSCATG00000035611	0.6646348	0.1610621	0
ENSCATG00000035612	0.2209292	0.4693328	0.434717355
ENSCATG00000035613	1.202612	2.36112	2.234167126
ENSCATG00000035614	4.819952	5.005346	3.033467053
ENSCATG00000035615	0.3209421	0.3674997	0.342253204
ENSCATG00000035616	2.096491	4.527167	2.441995981
ENSCATG00000035618	2.665963	4.295356	2.646701839
ENSCATG00000035619	6.97376	5.982432	5.378091932
ENSCATG00000035620	0	0	0.023772997
ENSCATG00000035621	4.198942	4.941585	4.159540387
ENSCATG00000035622	2.109869	2.218728	1.570992308
ENSCATG00000035623	0.1994129	0	0
ENSCATG00000035624	4.118745	4.693045	4.366408948
ENSCATG00000035625	4.652869	4.443127	3.335081165
ENSCATG00000035626	1.284603	0.1591073	7.224020974
ENSCATG00000035627	0.9743737	2.81857	4.257938413
ENSCATG00000035628	3.404545	3.794487	3.315525656
ENSCATG00000035629	6.28728	3.1543	0.471019895
ENSCATG00000035630	0	0.6068345	0.141222192
ENSCATG00000035631	4.418736	5.26962	5.146797758
ENSCATG00000035632	1.493873	2.434497	1.550477149
ENSCATG00000035633	4.683595	5.035883	3.925895009
ENSCATG00000035634	4.762227	4.693403	3.017547827
ENSCATG00000035635	4.390626	4.996448	4.819908272
ENSCATG00000035636	3.560299	4.600389	3.730048629
ENSCATG00000035637	2.048118	2.263801	1.740120202
ENSCATG00000035639	3.705436	4.131557	3.486019241
ENSCATG00000035641	4.059557	3.864187	3.059693932
ENSCATG00000035642	2.255437	0.1378183	0.652534221
ENSCATG00000035643	4.676882	5.891239	3.821210185
ENSCATG00000035644	0.1129426	0.2104786	0
ENSCATG00000035645	5.521499	5.509595	3.415498006
ENSCATG00000035646	5.512581	5.997001	5.216000799
ENSCATG00000035647	0.7962655	4.761179	8.964782707
ENSCATG00000035649	4.810423	5.837933	6.118002497
ENSCATG00000035650	6.238397	6.418892	5.697228926
ENSCATG00000035651	6.382212	7.034952	6.008819413
ENSCATG00000035652	4.301727	5.581005	4.804451154
ENSCATG00000035653	6.303755	6.859336	6.453371063
ENSCATG00000035654	2.592139	2.239305	1.772743336
ENSCATG00000035655	2.930056	3.681742	3.476031665
ENSCATG00000035656	0.9591514	0	1.284656264
ENSCATG00000035657	3.627292	5.459507	4.469755763
ENSCATG00000035658	0.1279273	0.1493908	0.252454415
ENSCATG00000035659	0.9219215	0.9418004	1.322591582
ENSCATG00000035660	4.318073	4.224634	3.542464842
ENSCATG00000035661	1.059473	0.4489369	1.507516601
ENSCATG00000035662	0	0.5255528	0
ENSCATG00000035663	5.422457	6.396229	4.589798236
ENSCATG00000035664	3.532427	3.960318	4.110302267
ENSCATG00000035665	0.1916511	0.6997177	0.047878677
ENSCATG00000035666	1.149598	3.836984	0.193132086
ENSCATG00000035667	0.05545085	0.1872901	0.11230126
ENSCATG00000035668	4.038553	5.827509	4.093269444
ENSCATG00000035669	2.929605	5.006149	3.738127506
ENSCATG00000035670	0.8713248	1.158828	0.23157495
ENSCATG00000035671	1.227488	0.6752667	0.818992043
ENSCATG00000035672	0.1616865	0.09703603	0.111423191
ENSCATG00000035673	0.25512	0.2372504	1.031952686
ENSCATG00000035674	5.946502	6.522834	5.774424693
ENSCATG00000035675	0	0.1060473	0.092117301
ENSCATG00000035676	6.621615	5.266936	3.973721471
ENSCATG00000035677	4.978909	5.380515	4.762614579
ENSCATG00000035679	0	0	0.108739482
ENSCATG00000035680	2.791878	2.698818	1.953828795
ENSCATG00000035681	2.145368	1.111546	1.302991616
ENSCATG00000035682	4.030902	4.811401	4.687842869
ENSCATG00000035683	5.866588	7.486945	6.593334542
ENSCATG00000035684	4.114309	9.867526	8.575213989
ENSCATG00000035686	5.401757	5.392436	4.565205377
ENSCATG00000035687	0.01819347	0.2986001	0
ENSCATG00000035688	4.562377	4.898479	4.253943898
ENSCATG00000035689	0.08623158	0.1475242	0
ENSCATG00000035690	0.3127926	0.6674992	0.838525207
ENSCATG00000035691	0.2482944	0.1556508	0.394710585
ENSCATG00000035692	2.489888	5.072159	4.455286446
ENSCATG00000035693	4.849639	3.753433	2.810519196
ENSCATG00000035694	0.5240045	1.427376	4.672421947
ENSCATG00000035695	0	0	1.680342362
ENSCATG00000035696	5.286661	6.098142	6.140475813
ENSCATG00000035697	4.281164	2.847231	3.100785948
ENSCATG00000035698	5.429408	4.95169	3.226426836
ENSCATG00000035699	3.379557	3.590135	3.017512374
ENSCATG00000035700	4.026289	4.382654	3.360834797
ENSCATG00000035701	7.959261	8.319446	7.152764478
ENSCATG00000035702	11.67802	11.72433	11.092431738
ENSCATG00000035703	0.3718443	0.6172515	4.974933064
ENSCATG00000035704	1.807425	1.539392	1.169437609
ENSCATG00000035705	0.8763987	1.171726	0.817430067
ENSCATG00000035706	0	0.07934425	0
ENSCATG00000035707	1.728711	1.992829	1.586233436
ENSCATG00000035708	3.326253	4.043479	3.119218376
ENSCATG00000035709	6.309033	5.894507	4.755192573
ENSCATG00000035710	4.606699	5.783533	3.903834619
ENSCATG00000035711	5.834547	6.860338	4.761015541
ENSCATG00000035712	0.1083679	0.1921575	0.012698871
ENSCATG00000035713	0	0.1005614	0
ENSCATG00000035714	2.861629	4.41636	2.269778157
ENSCATG00000035717	5.640528	6.398479	6.246617103
ENSCATG00000035718	5.97654	6.234808	5.848219806
ENSCATG00000035719	5.456241	6.954961	7.039453072
ENSCATG00000035720	5.641222	6.207643	5.295311607
ENSCATG00000035722	9.443712	10.26222	9.617405201
ENSCATG00000035724	3.567083	4.572677	3.44678027
ENSCATG00000035725	0.1722929	0.5207531	0
ENSCATG00000035726	0.7537346	2.690218	2.921849504
ENSCATG00000035727	5.144992	5.570848	4.267704327
ENSCATG00000035728	3.874984	3.588217	2.124175916
ENSCATG00000035729	0.05578913	0.2371089	0.08382797
ENSCATG00000035731	0	0.6430333	0
ENSCATG00000035732	0.8561407	1.7563	0.459922471
ENSCATG00000035733	5.230891	5.478512	4.010653284
ENSCATG00000035734	0.2262138	0	0.091111602
ENSCATG00000035735	8.339849	8.892264	8.02449145
ENSCATG00000035736	4.787385	5.626701	4.894705014
ENSCATG00000035737	0	0.02048286	0.016745757
ENSCATG00000035738	4.227086	4.328657	2.482716654
ENSCATG00000035739	5.453699	5.425684	5.605627669
ENSCATG00000035740	3.119873	1.885896	2.717337538
ENSCATG00000035741	2.748433	2.929033	1.811442259
ENSCATG00000035742	0.716588	2.281713	1.009779271
ENSCATG00000035743	7.248634	8.593866	10.239872961
ENSCATG00000035744	2.35494	4.022448	3.044502536
ENSCATG00000035745	4.937589	5.621838	4.069979905
ENSCATG00000035746	8.924071	10.36608	9.526720272
ENSCATG00000035747	5.194627	5.919729	5.760279505
ENSCATG00000035748	6.261293	6.426016	4.8760896
ENSCATG00000035749	0.1831371	1.647499	0.201055413
ENSCATG00000035750	4.607119	7.548878	6.134518732
ENSCATG00000035751	3.439524	3.252611	1.078814748
ENSCATG00000035752	0.904064	0.6314238	0.567005066
ENSCATG00000035753	0.3582286	0.3341644	0.079597797
ENSCATG00000035754	5.513042	2.855101	1.339513709
ENSCATG00000035755	7.337964	5.399045	4.121356135
ENSCATG00000035756	0.4044552	0.4485616	0.261774624
ENSCATG00000035757	2.572497	6.680908	3.593002318
ENSCATG00000035758	3.694769	4.371949	3.873695101
ENSCATG00000035759	2.962667	3.302095	2.198333845
ENSCATG00000035761	4.861256	4.135767	2.898187065
ENSCATG00000035762	3.052225	4.325199	3.485066108
ENSCATG00000035763	3.975612	3.424522	2.390857501
ENSCATG00000035764	2.311169	1.713339	1.368176066
ENSCATG00000035765	0	0	0.097091333
ENSCATG00000035766	3.029728	3.750435	2.084727616
ENSCATG00000035767	0.2166821	0	0.148291173
ENSCATG00000035768	7.072103	5.859758	1.915788573
ENSCATG00000035769	4.933664	5.818875	4.779351083
ENSCATG00000035770	5.090376	6.110631	6.347456252
ENSCATG00000035771	3.529821	5.573538	3.383057267
ENSCATG00000035772	0.1227888	0	2.135869731
ENSCATG00000035773	3.117401	3.637297	2.613449143
ENSCATG00000035774	3.056698	2.850358	1.976845676
ENSCATG00000035775	0.4342348	9.651581	0.375008283
ENSCATG00000035776	4.134081	4.157618	3.269873975
ENSCATG00000035777	4.404388	4.544937	4.054749516
ENSCATG00000035778	3.710167	4.156103	3.038479186
ENSCATG00000035779	7.051709	7.816011	6.549436608
ENSCATG00000035780	5.245672	5.553126	4.869348803
ENSCATG00000035781	0.6575495	0.8587449	0.673912757
ENSCATG00000035782	3.142181	2.553132	4.911236174
ENSCATG00000035784	3.069597	4.500987	2.164329331
ENSCATG00000035786	2.968434	0.848549	0.308039283
ENSCATG00000035787	6.277049	6.064167	5.238082916
ENSCATG00000035788	5.264479	5.458412	4.363920971
ENSCATG00000035789	0	1.341986	0.12516783
ENSCATG00000035790	6.806376	6.509729	5.755015736
ENSCATG00000035791	1.729226	2.420261	1.444815463
ENSCATG00000035793	0	0	0.041260928
ENSCATG00000035794	4.655512	5.563003	4.965435503
ENSCATG00000035795	4.327874	3.993982	3.152399239
ENSCATG00000035796	6.173158	6.107505	5.166675682
ENSCATG00000035797	3.330035	4.270027	3.252409603
ENSCATG00000035798	4.453392	3.710459	2.354562178
ENSCATG00000035799	2.390536	2.047964	1.597559778
ENSCATG00000035800	3.583186	4.056252	5.030158803
ENSCATG00000035801	2.581522	3.236563	2.836812856
ENSCATG00000035802	8.20008	7.939409	7.522495222
ENSCATG00000035803	1.995267	1.534067	1.556695833
ENSCATG00000035804	4.627805	3.596876	5.5951008
ENSCATG00000035806	4.666227	5.744177	4.976866292
ENSCATG00000035807	3.862525	4.36454	3.671921725
ENSCATG00000035808	8.277357	7.487437	7.773837467
ENSCATG00000035809	5.595106	5.862404	5.543234789
ENSCATG00000035810	7.338897	7.640426	6.834091759
ENSCATG00000035811	5.480572	6.660096	5.616495913
ENSCATG00000035813	0	1.16895	0
ENSCATG00000035814	2.451327	2.75213	2.913584536
ENSCATG00000035815	0	0.02012922	0
ENSCATG00000035816	8.022524	2.736294	0.515778546
ENSCATG00000035817	5.252726	5.029665	4.620815112
ENSCATG00000035819	4.587935	5.890478	5.236618897
ENSCATG00000035820	4.363391	4.96561	3.683147227
ENSCATG00000035821	0.3504452	0	0
ENSCATG00000035822	6.995992	6.465726	5.586002069
ENSCATG00000035824	0.02955353	2.851061	0
ENSCATG00000035825	0.3275034	0.204311	0
ENSCATG00000035826	1.119017	0	0
ENSCATG00000035827	0.2364152	1.110393	0.051959363
ENSCATG00000035828	1.538558	3.477263	0.628356471
ENSCATG00000035829	3.384607	4.243415	3.527492019
ENSCATG00000035830	2.613091	4.608638	3.728072882
ENSCATG00000035831	3.425884	3.334788	1.660863831
ENSCATG00000035832	1.740605	1.413988	1.138900294
ENSCATG00000035833	0.07062261	0.1708466	0.627827194
ENSCATG00000035834	2.119715	2.531821	2.88209521
ENSCATG00000035835	3.875698	3.762083	2.739467941
ENSCATG00000035836	5.745906	6.103596	5.208881633
ENSCATG00000035837	3.367902	2.685541	1.580316764
ENSCATG00000035838	0.2176265	0.9070829	0.15196919
ENSCATG00000035839	0.09286002	0.03729155	0.516087784
ENSCATG00000035841	4.202415	4.599131	4.182154921
ENSCATG00000035842	3.223577	3.810703	3.559482024
ENSCATG00000035843	3.787055	5.094296	3.090278609
ENSCATG00000035844	6.001513	6.901977	5.10766381
ENSCATG00000035845	2.84612	4.308951	1.767264943
ENSCATG00000035846	1.988527	2.367807	0.257529654
ENSCATG00000035847	0.17728	1.455283	0.056221839
ENSCATG00000035848	3.358046	4.041646	3.341460647
ENSCATG00000035849	5.539161	4.807194	4.188926251
ENSCATG00000035850	3.667642	3.677012	2.822538456
ENSCATG00000035851	2.083721	2.442726	1.206690105
ENSCATG00000035852	6.823282	6.449165	6.458501764
ENSCATG00000035853	0.5510311	3.738061	4.137196099
ENSCATG00000035854	4.247875	5.026679	3.449842623
ENSCATG00000035855	1.552726	1.793355	1.592540756
ENSCATG00000035856	1.891544	2.882232	0.664288405
ENSCATG00000035857	6.744133	6.687656	4.694528667
ENSCATG00000035858	3.804954	3.938742	3.152020153
ENSCATG00000035859	0	0.5121854	0.065815612
ENSCATG00000035860	4.780447	5.719323	5.826848435
ENSCATG00000035861	4.184821	4.439337	3.041483061
ENSCATG00000035862	3.44636	3.494613	3.251720607
ENSCATG00000035863	6.743001	6.565376	5.368696422
ENSCATG00000035864	4.355658	5.379014	4.660426675
ENSCATG00000035865	6.87234	5.870452	4.937986164
ENSCATG00000035866	1.72194	1.608734	1.03888985
ENSCATG00000035867	0	0.2516088	0.247274964
ENSCATG00000035868	4.811656	2.566323	0.089526896
ENSCATG00000035869	8.215665	8.117048	7.342639276
ENSCATG00000035870	1.938134	1.713725	1.44501323
ENSCATG00000035871	1.27915	2.488145	3.530782423
ENSCATG00000035872	3.827413	3.985892	3.454747066
ENSCATG00000035873	2.783928	3.34634	2.383781695
ENSCATG00000035874	3.485027	3.031833	2.007848514
ENSCATG00000035875	0.6679838	0.3101202	0.555545256
ENSCATG00000035876	4.681675	6.623187	2.310395966
ENSCATG00000035877	6.848544	1.165378	0.300648565
ENSCATG00000035878	2.194639	8.429216	4.752654192
ENSCATG00000035879	5.866255	5.405315	5.47953454
ENSCATG00000035880	6.261929	5.703173	4.813255826
ENSCATG00000035881	1.886542	0.7181506	2.580051393
ENSCATG00000035882	1.780062	2.73436	1.948458814
ENSCATG00000035883	4.218629	4.299164	3.253718093
ENSCATG00000035884	0.05946175	0	2.076470164
ENSCATG00000035885	0.02256539	0	0
ENSCATG00000035886	4.506234	4.934021	3.343379395
ENSCATG00000035887	0.312384	0.1291291	0.21767506
ENSCATG00000035888	0.7531509	1.545064	0.230421922
ENSCATG00000035889	6.514474	7.146712	5.029342449
ENSCATG00000035890	0.8194908	0	0
ENSCATG00000035892	2.453072	4.323298	0.951665373
ENSCATG00000035893	0.9947231	5.260767	4.906327835
ENSCATG00000035894	0.6883997	1.127923	1.366052466
ENSCATG00000035895	7.549377	7.411496	7.094570553
ENSCATG00000035896	2.957398	2.146733	3.319976974
ENSCATG00000035897	0	1.347717	0
ENSCATG00000035898	3.068834	4.864865	2.900092012
ENSCATG00000035900	4.996321	5.481144	4.970402742
ENSCATG00000035901	4.828259	5.91631	5.731633009
ENSCATG00000035902	3.701017	4.61419	2.548734997
ENSCATG00000035903	4.592995	5.707517	4.509220776
ENSCATG00000035904	0.3639989	0.3375735	0.106650363
ENSCATG00000035905	4.600831	0.5995768	0.149252861
ENSCATG00000035906	6.658283	4.084285	4.387762315
ENSCATG00000035907	3.234379	3.598376	2.312488601
ENSCATG00000035908	6.805384	7.261781	6.371261633
ENSCATG00000035909	0.1628958	0.8511362	0
ENSCATG00000035910	3.960864	4.243547	3.772086232
ENSCATG00000035911	3.663538	1.082396	0.681518531
ENSCATG00000035912	6.799745	8.526084	7.596048838
ENSCATG00000035913	3.29846	4.500363	3.202956614
ENSCATG00000035914	0	0.08707255	0
ENSCATG00000035915	2.496994	2.843152	1.518691234
ENSCATG00000035916	4.487904	5.201877	4.568804336
ENSCATG00000035917	2.569646	2.682254	2.333709954
ENSCATG00000035918	4.807322	5.407085	4.30414302
ENSCATG00000035919	5.824693	4.543269	6.960994674
ENSCATG00000035920	3.573144	2.618894	3.382957699
ENSCATG00000035921	6.159991	6.343284	5.99164814
ENSCATG00000035922	2.668334	1.869076	1.470608185
ENSCATG00000035923	0.4791271	0.915387	0.359177042
ENSCATG00000035924	5.221713	5.134936	4.091918972
ENSCATG00000035925	6.102055	5.827853	3.954119054
ENSCATG00000035926	0.4150447	2.059663	1.512257232
ENSCATG00000035927	3.371591	5.169739	1.186277631
ENSCATG00000035928	4.205353	4.015444	3.174069196
ENSCATG00000035929	0.2941996	0.4844026	0.098630435
ENSCATG00000035931	6.222468	7.806552	6.951789424
ENSCATG00000035932	7.499456	7.414908	6.820118955
ENSCATG00000035933	1.310695	1.164471	0.713972012
ENSCATG00000035934	2.974058	6.938548	5.18596
ENSCATG00000035935	0.2493508	0.1614496	0.262214497
ENSCATG00000035936	7.057938	7.973255	7.440304434
ENSCATG00000035937	4.125192	3.819047	0.747004062
ENSCATG00000035938	0.02623122	1.328291	0
ENSCATG00000035939	0.8815808	0.755032	0.112244136
ENSCATG00000035940	4.203154	4.424955	3.734482022
ENSCATG00000035941	3.594349	5.332194	3.063051425
ENSCATG00000035942	0	0	0.057583358
ENSCATG00000035943	0.5502614	0.619259	0.213604844
ENSCATG00000035944	4.704944	4.675641	5.152349749
ENSCATG00000035945	3.108527	5.346161	4.681044399
ENSCATG00000035946	1.193936	1.340921	2.721342033
ENSCATG00000035947	1.061075	0.6541129	0.064459912
ENSCATG00000035948	4.277597	4.967104	3.817619165
ENSCATG00000035949	0	2.108591	0.151393859
ENSCATG00000035950	4.448458	5.432629	4.563708495
ENSCATG00000035951	3.493711	3.401607	2.929779638
ENSCATG00000035952	4.991603	6.695103	5.208353379
ENSCATG00000035953	3.906111	4.045705	4.969039945
ENSCATG00000035954	3.925249	4.216307	6.261543978
ENSCATG00000035955	0.1505159	1.337174	0.543043455
ENSCATG00000035956	0.04601616	0.2960004	0.091979106
ENSCATG00000035957	2.32507	3.420313	3.179147942
ENSCATG00000035958	3.678399	4.87173	4.710161725
ENSCATG00000035959	9.084737	9.139313	8.196867651
ENSCATG00000035960	6.256569	5.72251	5.509135248
ENSCATG00000035961	7.642107	7.986681	7.364247614
ENSCATG00000035962	0.2801171	0.6121364	0.280309509
ENSCATG00000035963	1.313197	6.359214	1.457552268
ENSCATG00000035964	5.46678	5.926137	4.727944953
ENSCATG00000035965	6.350345	0.9669915	0.345394104
ENSCATG00000035966	3.386925	3.152028	3.786366349
ENSCATG00000035967	9.645808	10.10298	9.111432475
ENSCATG00000035968	3.294088	3.463669	2.17280367
ENSCATG00000035969	5.723438	6.206501	5.611523566
ENSCATG00000035970	3.649749	4.318682	3.30249892
ENSCATG00000035971	2.843146	3.57352	3.05843253
ENSCATG00000035972	5.925516	6.27017	5.522454984
ENSCATG00000035974	3.032917	4.586415	2.620488351
ENSCATG00000035976	2.360377	2.249679	1.205318687
ENSCATG00000035977	3.064966	4.055144	2.756626237
ENSCATG00000035978	3.66438	4.361081	3.16116051
ENSCATG00000035979	4.823243	4.722082	3.756207231
ENSCATG00000035980	0.0762849	0	0
ENSCATG00000035982	2.326161	0.4120184	0.517845099
ENSCATG00000035983	0.5748504	2.543971	0.595013768
ENSCATG00000035984	3.732424	3.798024	2.94441339
ENSCATG00000035985	5.097077	5.599419	4.541217448
ENSCATG00000035987	6.665747	7.755735	6.942754454
ENSCATG00000035988	3.693424	5.560515	5.731272321
ENSCATG00000035989	0	1.439565	0.138993976
ENSCATG00000035990	3.924276	6.055546	6.198663087
ENSCATG00000035991	4.288455	5.274776	4.520070175
ENSCATG00000035992	5.967492	6.837691	5.778468806
ENSCATG00000035993	0.3954643	2.322698	0.583396808
ENSCATG00000035994	2.509487	2.928287	1.614332928
ENSCATG00000035995	0.9921898	2.803062	2.643477577
ENSCATG00000035996	4.172977	3.447081	1.621663221
ENSCATG00000035997	4.235563	5.963858	3.692891357
ENSCATG00000035998	2.779033	3.291038	2.452421479
ENSCATG00000035999	2.406079	1.48289	1.327250466
ENSCATG00000036000	4.090498	4.8193	3.327866971
ENSCATG00000036001	4.317196	4.047736	1.865586303
ENSCATG00000036002	3.395556	2.226715	1.684933161
ENSCATG00000036003	1.272381	1.420733	0.423087598
ENSCATG00000036004	4.716552	6.236433	6.033484673
ENSCATG00000036005	3.775998	4.676273	3.845039358
ENSCATG00000036006	4.567078	5.012505	4.101200424
ENSCATG00000036007	3.948819	4.137144	2.611403995
ENSCATG00000036008	4.628913	4.74866	3.383455471
ENSCATG00000036009	1.472654	1.665015	1.248455899
ENSCATG00000036010	2.181392	1.310224	0.958101004
ENSCATG00000036011	4.462481	5.558595	4.438452551
ENSCATG00000036013	6.921404	6.796705	6.163307313
ENSCATG00000036014	1.558459	3.916487	3.401110249
ENSCATG00000036015	2.315424	1.072284	0.22709412
ENSCATG00000036016	4.786471	5.229269	5.120729321
ENSCATG00000036017	8.873023	9.274537	8.832162155
ENSCATG00000036018	3.30573	3.306361	3.311125245
ENSCATG00000036019	3.446701	3.113984	2.873449034
ENSCATG00000036020	2.831851	2.968646	1.320218932
ENSCATG00000036021	0.02795177	0.03359567	0
ENSCATG00000036022	3.101358	4.233806	2.768614157
ENSCATG00000036024	0	0.07269785	2.026247658
ENSCATG00000036025	6.962759	7.577883	6.610113897
ENSCATG00000036027	3.496577	3.788038	2.518585494
ENSCATG00000036028	5.6231	5.999653	5.226068795
ENSCATG00000036029	5.922863	7.107828	7.037048967
ENSCATG00000036030	1.3788	3.141068	2.894367669
ENSCATG00000036031	9.020119	8.734696	7.969351983
ENSCATG00000036032	7.268434	5.719988	4.943550997
ENSCATG00000036033	3.100265	3.456019	2.822807633
ENSCATG00000036034	0	0.05842055	0
ENSCATG00000036035	2.640725	2.982835	4.021588103
ENSCATG00000036036	0.4888255	0	0
ENSCATG00000036037	1.883637	4.145214	1.798999
ENSCATG00000036038	5.404294	6.104766	5.167979258
ENSCATG00000036039	0.741662	3.582436	3.77519807
ENSCATG00000036040	6.348137	5.154814	5.43749742
ENSCATG00000036041	8.245158	7.679593	7.313445406
ENSCATG00000036042	0.7030076	0.2430219	0
ENSCATG00000036043	0.07907071	0	0
ENSCATG00000036044	9.333421	9.35344	7.244002224
ENSCATG00000036045	0	0	1.237386277
ENSCATG00000036046	3.522211	2.347745	3.155069167
ENSCATG00000036047	9.090314	7.745547	6.264146055
ENSCATG00000036048	2.791927	2.170374	1.663827335
ENSCATG00000036049	1.663012	0.8553463	1.843131639
ENSCATG00000036050	12.92165	2.460187	2.036893626
ENSCATG00000036051	0	0.05992228	0
ENSCATG00000036052	5.540055	5.315936	4.036068438
ENSCATG00000036053	0	0.5439788	0
ENSCATG00000036054	3.685974	4.964634	4.277114406
ENSCATG00000036055	0.2024058	0	0.592054913
ENSCATG00000036056	4.478629	4.725807	3.817582329
ENSCATG00000036057	6.565067	6.841785	5.638550742
ENSCATG00000036058	6.354559	6.467477	6.697670973
ENSCATG00000036059	3.538005	0.2290342	0.135415222
ENSCATG00000036060	5.663407	5.7588	5.068031258
ENSCATG00000036061	3.859778	4.11037	3.074302993
ENSCATG00000036062	5.109039	4.576188	3.882623487
ENSCATG00000036063	3.028419	4.561485	2.10233899
ENSCATG00000036064	2.126236	2.691677	1.089913679
ENSCATG00000036065	5.282801	5.780315	5.639745005
ENSCATG00000036066	1.908755	2.402406	1.860283489
ENSCATG00000036067	3.04477	3.393859	2.269772263
ENSCATG00000036068	3.114649	3.62514	3.394619775
ENSCATG00000036069	6.512174	5.111949	4.193708358
