	Anolis_carolinensis	Astyanax_mexicanus	Bos_taurus	Callithrix_jacchus	Canis_lupus	Chinchilla_lanigera	Danio_rerio	Gadus_morhua	Gallus_gallus	Homo_sapiens	Macaca_mulatta	Monodelphis_domestica	Mus_musculus	Oreochromis_niloticus	Ornithorhynchus_anatinus	Oryctolagus_cuniculus	Oryzias_latipes	Ovis_aries	Rattus_norvegicus	Sus_scrofa	Xenopus_tropicalis
OG0028392											Macaca_mulatta_ENSMMUG00000020801										
OG0028393											Macaca_mulatta_ENSMMUG00000046479										
OG0028394											Macaca_mulatta_ENSMMUG00000017961										
OG0028395											Macaca_mulatta_ENSMMUG00000042827										
OG0028396											Macaca_mulatta_ENSMMUG00000032059										
OG0028397											Macaca_mulatta_ENSMMUG00000043118										
OG0028398											Macaca_mulatta_ENSMMUG00000037862										
OG0028399											Macaca_mulatta_ENSMMUG00000038838										
OG0028400											Macaca_mulatta_ENSMMUG00000049167										
OG0028401											Macaca_mulatta_ENSMMUG00000048532										
OG0028402											Macaca_mulatta_ENSMMUG00000046863										
OG0028403											Macaca_mulatta_ENSMMUG00000047322										
OG0028404											Macaca_mulatta_ENSMMUG00000047174										
OG0028405											Macaca_mulatta_ENSMMUG00000040031										
OG0028406											Macaca_mulatta_ENSMMUG00000046823										
OG0028407											Macaca_mulatta_ENSMMUG00000022316										
OG0028408											Macaca_mulatta_ENSMMUG00000007596										
OG0028409											Macaca_mulatta_ENSMMUG00000047235										
OG0028410											Macaca_mulatta_ENSMMUG00000013030										
OG0028411											Macaca_mulatta_ENSMMUG00000041365										
OG0028412											Macaca_mulatta_ENSMMUG00000008066										
OG0028413											Macaca_mulatta_ENSMMUG00000038565										
OG0028414											Macaca_mulatta_ENSMMUG00000047601										
OG0028415											Macaca_mulatta_ENSMMUG00000040144										
OG0028416											Macaca_mulatta_ENSMMUG00000020673										
OG0028417											Macaca_mulatta_ENSMMUG00000049061										
OG0028418											Macaca_mulatta_ENSMMUG00000042439										
OG0028419											Macaca_mulatta_ENSMMUG00000044031										
OG0028420											Macaca_mulatta_ENSMMUG00000047180										
OG0028421											Macaca_mulatta_ENSMMUG00000039487										
OG0028422											Macaca_mulatta_ENSMMUG00000010520										
OG0028423											Macaca_mulatta_ENSMMUG00000042768										
OG0028424											Macaca_mulatta_ENSMMUG00000046210										
OG0028425											Macaca_mulatta_ENSMMUG00000007621										
OG0028426											Macaca_mulatta_ENSMMUG00000042545										
OG0028427											Macaca_mulatta_ENSMMUG00000045442										
OG0028428											Macaca_mulatta_ENSMMUG00000039717										
OG0028429											Macaca_mulatta_ENSMMUG00000045467										
OG0028430											Macaca_mulatta_ENSMMUG00000031987										
OG0028431											Macaca_mulatta_ENSMMUG00000037815										
OG0028432											Macaca_mulatta_ENSMMUG00000040994										
OG0028433											Macaca_mulatta_ENSMMUG00000046204										
OG0028434											Macaca_mulatta_ENSMMUG00000043916										
OG0028435											Macaca_mulatta_ENSMMUG00000047769										
OG0028436											Macaca_mulatta_ENSMMUG00000038622										
OG0028437											Macaca_mulatta_ENSMMUG00000048966										
OG0028438											Macaca_mulatta_ENSMMUG00000042316										
OG0028439											Macaca_mulatta_ENSMMUG00000048574										
OG0028440											Macaca_mulatta_ENSMMUG00000045112										
OG0028441											Macaca_mulatta_ENSMMUG00000039433										
OG0028442											Macaca_mulatta_ENSMMUG00000018611										
OG0028443											Macaca_mulatta_ENSMMUG00000037699										
OG0028444											Macaca_mulatta_ENSMMUG00000005709										
OG0028445											Macaca_mulatta_ENSMMUG00000046345										
OG0028446											Macaca_mulatta_ENSMMUG00000048324										
OG0028447											Macaca_mulatta_ENSMMUG00000047958										
OG0028448											Macaca_mulatta_ENSMMUG00000044208										
OG0028449											Macaca_mulatta_ENSMMUG00000046923										
OG0028450											Macaca_mulatta_ENSMMUG00000008614										
OG0028451											Macaca_mulatta_ENSMMUG00000042565										
OG0028452											Macaca_mulatta_ENSMMUG00000041828										
OG0028453											Macaca_mulatta_ENSMMUG00000043208										
OG0028454											Macaca_mulatta_ENSMMUG00000040651										
OG0028455											Macaca_mulatta_ENSMMUG00000000082										
OG0028456											Macaca_mulatta_ENSMMUG00000038841										
OG0028457											Macaca_mulatta_ENSMMUG00000047714										
OG0028458											Macaca_mulatta_ENSMMUG00000044635										
OG0028459											Macaca_mulatta_ENSMMUG00000040890										
OG0028460											Macaca_mulatta_ENSMMUG00000041005										
OG0028461											Macaca_mulatta_ENSMMUG00000049022										
OG0028462											Macaca_mulatta_ENSMMUG00000048514										
OG0028463											Macaca_mulatta_ENSMMUG00000039255										
OG0028464											Macaca_mulatta_ENSMMUG00000017979										
OG0028465											Macaca_mulatta_ENSMMUG00000047821										
OG0028466											Macaca_mulatta_ENSMMUG00000000066										
OG0028467											Macaca_mulatta_ENSMMUG00000039819										
OG0028468											Macaca_mulatta_ENSMMUG00000049169										
OG0028469											Macaca_mulatta_ENSMMUG00000045689										
OG0028470											Macaca_mulatta_ENSMMUG00000048050										
OG0028471											Macaca_mulatta_ENSMMUG00000046110										
OG0028472											Macaca_mulatta_ENSMMUG00000041358										
OG0028473											Macaca_mulatta_ENSMMUG00000018854										
OG0028474											Macaca_mulatta_ENSMMUG00000016790										
OG0028475											Macaca_mulatta_ENSMMUG00000044104										
OG0028476											Macaca_mulatta_ENSMMUG00000039882										
OG0028477											Macaca_mulatta_ENSMMUG00000046581										
OG0028478											Macaca_mulatta_ENSMMUG00000045174										
OG0028479											Macaca_mulatta_ENSMMUG00000043426										
OG0028480											Macaca_mulatta_ENSMMUG00000045025										
OG0028481											Macaca_mulatta_ENSMMUG00000041536										
OG0028482											Macaca_mulatta_ENSMMUG00000045229										
OG0028483											Macaca_mulatta_ENSMMUG00000049230										
OG0028484											Macaca_mulatta_ENSMMUG00000042483										
OG0028485											Macaca_mulatta_ENSMMUG00000016883										
OG0028486											Macaca_mulatta_ENSMMUG00000044659										
OG0028487											Macaca_mulatta_ENSMMUG00000043604										
OG0028488											Macaca_mulatta_ENSMMUG00000038265										
OG0028489											Macaca_mulatta_ENSMMUG00000012047										
OG0028490											Macaca_mulatta_ENSMMUG00000042787										
OG0028491											Macaca_mulatta_ENSMMUG00000039978										
OG0028492											Macaca_mulatta_ENSMMUG00000046391										
OG0028493											Macaca_mulatta_ENSMMUG00000043538										
OG0028494											Macaca_mulatta_ENSMMUG00000037858										
OG0028495											Macaca_mulatta_ENSMMUG00000041417										
OG0028496											Macaca_mulatta_ENSMMUG00000017407										
OG0028497											Macaca_mulatta_ENSMMUG00000046561										
OG0028498											Macaca_mulatta_ENSMMUG00000005997										
OG0028499											Macaca_mulatta_ENSMMUG00000032426										
OG0028500											Macaca_mulatta_ENSMMUG00000040926										
OG0028501											Macaca_mulatta_ENSMMUG00000037821										
OG0028502											Macaca_mulatta_ENSMMUG00000031171										
OG0028503											Macaca_mulatta_ENSMMUG00000039370										
OG0028504											Macaca_mulatta_ENSMMUG00000044184										
OG0028505											Macaca_mulatta_ENSMMUG00000031248										
OG0028506											Macaca_mulatta_ENSMMUG00000047495										
OG0028507											Macaca_mulatta_ENSMMUG00000006605										
OG0028508											Macaca_mulatta_ENSMMUG00000045540										
OG0028509											Macaca_mulatta_ENSMMUG00000040018										
OG0028510											Macaca_mulatta_ENSMMUG00000041198										
OG0028511											Macaca_mulatta_ENSMMUG00000012291										
OG0028512											Macaca_mulatta_ENSMMUG00000043182										
OG0028513											Macaca_mulatta_ENSMMUG00000046107										
OG0028514											Macaca_mulatta_ENSMMUG00000046861										
OG0028515											Macaca_mulatta_ENSMMUG00000042988										
OG0028516											Macaca_mulatta_ENSMMUG00000041623										
OG0028517											Macaca_mulatta_ENSMMUG00000043428										
OG0028518											Macaca_mulatta_ENSMMUG00000042461										
OG0028519											Macaca_mulatta_ENSMMUG00000001808										
OG0028520											Macaca_mulatta_ENSMMUG00000009272										
OG0028521											Macaca_mulatta_ENSMMUG00000029772										
OG0028522											Macaca_mulatta_ENSMMUG00000048189										
OG0028523											Macaca_mulatta_ENSMMUG00000029543										
OG0028524											Macaca_mulatta_ENSMMUG00000017116										
OG0028525											Macaca_mulatta_ENSMMUG00000048191										
OG0028526											Macaca_mulatta_ENSMMUG00000038902										
OG0028527											Macaca_mulatta_ENSMMUG00000031530										
OG0028528											Macaca_mulatta_ENSMMUG00000046076										
OG0028529											Macaca_mulatta_ENSMMUG00000040672										
OG0028530											Macaca_mulatta_ENSMMUG00000010630										
OG0028531											Macaca_mulatta_ENSMMUG00000044209										
OG0028532											Macaca_mulatta_ENSMMUG00000039036										
OG0028533											Macaca_mulatta_ENSMMUG00000045944										
OG0028534											Macaca_mulatta_ENSMMUG00000021274										
OG0028535											Macaca_mulatta_ENSMMUG00000043690										
OG0028536											Macaca_mulatta_ENSMMUG00000042571										
OG0028537											Macaca_mulatta_ENSMMUG00000040608										
OG0028538											Macaca_mulatta_ENSMMUG00000006987										
OG0028539											Macaca_mulatta_ENSMMUG00000000101										
OG0028540											Macaca_mulatta_ENSMMUG00000014892										
OG0028541											Macaca_mulatta_ENSMMUG00000039503										
OG0028542											Macaca_mulatta_ENSMMUG00000017731										
OG0028543											Macaca_mulatta_ENSMMUG00000047629										
OG0028544											Macaca_mulatta_ENSMMUG00000037723										
OG0028545											Macaca_mulatta_ENSMMUG00000041316										
OG0028546											Macaca_mulatta_ENSMMUG00000043505										
OG0028547											Macaca_mulatta_ENSMMUG00000043167										
OG0028548											Macaca_mulatta_ENSMMUG00000041491										
OG0028549											Macaca_mulatta_ENSMMUG00000041169										
OG0028550											Macaca_mulatta_ENSMMUG00000045385										
OG0028551											Macaca_mulatta_ENSMMUG00000046468										
OG0028552											Macaca_mulatta_ENSMMUG00000029821										
OG0028553											Macaca_mulatta_ENSMMUG00000045426										
OG0028554											Macaca_mulatta_ENSMMUG00000038874										
OG0028555											Macaca_mulatta_ENSMMUG00000038457										
OG0028556											Macaca_mulatta_ENSMMUG00000037642										
OG0028557											Macaca_mulatta_ENSMMUG00000020261										
OG0028558											Macaca_mulatta_ENSMMUG00000044544										
OG0028559											Macaca_mulatta_ENSMMUG00000022002										
OG0028560											Macaca_mulatta_ENSMMUG00000042391										
OG0028561											Macaca_mulatta_ENSMMUG00000039513										
OG0028562											Macaca_mulatta_ENSMMUG00000038368										
OG0028563											Macaca_mulatta_ENSMMUG00000049055										
OG0028564											Macaca_mulatta_ENSMMUG00000006486										
OG0028565											Macaca_mulatta_ENSMMUG00000000728										
OG0028566											Macaca_mulatta_ENSMMUG00000039007										
OG0028567											Macaca_mulatta_ENSMMUG00000038815										
OG0028568											Macaca_mulatta_ENSMMUG00000040808										
OG0028569											Macaca_mulatta_ENSMMUG00000015292										
OG0028570											Macaca_mulatta_ENSMMUG00000038814										
OG0028571											Macaca_mulatta_ENSMMUG00000047995										
OG0028572											Macaca_mulatta_ENSMMUG00000046509										
OG0028573											Macaca_mulatta_ENSMMUG00000019257										
OG0028574											Macaca_mulatta_ENSMMUG00000002273										
OG0028575											Macaca_mulatta_ENSMMUG00000015667										
OG0028576											Macaca_mulatta_ENSMMUG00000045909										
OG0028577											Macaca_mulatta_ENSMMUG00000045287										
OG0028578											Macaca_mulatta_ENSMMUG00000039044										
OG0028579											Macaca_mulatta_ENSMMUG00000016061										
OG0028580											Macaca_mulatta_ENSMMUG00000002098										
OG0028581											Macaca_mulatta_ENSMMUG00000030573										
OG0028582											Macaca_mulatta_ENSMMUG00000044965										
OG0028583											Macaca_mulatta_ENSMMUG00000048525										
OG0028584											Macaca_mulatta_ENSMMUG00000039956										
OG0028585											Macaca_mulatta_ENSMMUG00000022228										
OG0028586											Macaca_mulatta_ENSMMUG00000038090										
OG0028587											Macaca_mulatta_ENSMMUG00000048256										
OG0028588											Macaca_mulatta_ENSMMUG00000039387										
OG0028589											Macaca_mulatta_ENSMMUG00000022585										
OG0028590											Macaca_mulatta_ENSMMUG00000010357										
OG0028591											Macaca_mulatta_ENSMMUG00000045450										
OG0028592											Macaca_mulatta_ENSMMUG00000044404										
OG0028593											Macaca_mulatta_ENSMMUG00000017445										
OG0028594											Macaca_mulatta_ENSMMUG00000029016										
OG0028595											Macaca_mulatta_ENSMMUG00000048327										
OG0028596											Macaca_mulatta_ENSMMUG00000039812										
OG0028597											Macaca_mulatta_ENSMMUG00000043869										
OG0028598											Macaca_mulatta_ENSMMUG00000021391										
OG0028599											Macaca_mulatta_ENSMMUG00000040361										
OG0028600											Macaca_mulatta_ENSMMUG00000047034										
OG0028601											Macaca_mulatta_ENSMMUG00000047100										
OG0028602											Macaca_mulatta_ENSMMUG00000041663										
OG0028603											Macaca_mulatta_ENSMMUG00000013767										
OG0028604											Macaca_mulatta_ENSMMUG00000023805										
OG0028605											Macaca_mulatta_ENSMMUG00000017768										
OG0028606											Macaca_mulatta_ENSMMUG00000020835										
OG0028607											Macaca_mulatta_ENSMMUG00000045807										
OG0028608											Macaca_mulatta_ENSMMUG00000012813										
OG0028609											Macaca_mulatta_ENSMMUG00000049196										
OG0028610											Macaca_mulatta_ENSMMUG00000029403										
OG0028611											Macaca_mulatta_ENSMMUG00000041497										
OG0028612											Macaca_mulatta_ENSMMUG00000043234										
OG0028613											Macaca_mulatta_ENSMMUG00000010374										
OG0028614											Macaca_mulatta_ENSMMUG00000008667										
OG0028615											Macaca_mulatta_ENSMMUG00000045551										
OG0028616											Macaca_mulatta_ENSMMUG00000010154										
OG0028617											Macaca_mulatta_ENSMMUG00000048830										
OG0028618											Macaca_mulatta_ENSMMUG00000046524										
OG0028619											Macaca_mulatta_ENSMMUG00000045368										
OG0028620											Macaca_mulatta_ENSMMUG00000045849										
OG0028621											Macaca_mulatta_ENSMMUG00000039851										
OG0028622											Macaca_mulatta_ENSMMUG00000031042										
OG0028623											Macaca_mulatta_ENSMMUG00000009731										
OG0028624											Macaca_mulatta_ENSMMUG00000049164										
OG0028625											Macaca_mulatta_ENSMMUG00000037594										
OG0028626											Macaca_mulatta_ENSMMUG00000043821										
OG0028627											Macaca_mulatta_ENSMMUG00000048615										
OG0028628											Macaca_mulatta_ENSMMUG00000001356										
OG0028629											Macaca_mulatta_ENSMMUG00000047267										
OG0028630											Macaca_mulatta_ENSMMUG00000012725										
OG0028631											Macaca_mulatta_ENSMMUG00000048549										
OG0028632											Macaca_mulatta_ENSMMUG00000020045										
OG0028633											Macaca_mulatta_ENSMMUG00000030181										
OG0028634											Macaca_mulatta_ENSMMUG00000044091										
OG0028635											Macaca_mulatta_ENSMMUG00000044668										
OG0028636											Macaca_mulatta_ENSMMUG00000045844										
OG0028637											Macaca_mulatta_ENSMMUG00000038757										
OG0028638											Macaca_mulatta_ENSMMUG00000049224										
OG0028639											Macaca_mulatta_ENSMMUG00000041267										
OG0028640											Macaca_mulatta_ENSMMUG00000041075										
OG0028641											Macaca_mulatta_ENSMMUG00000044320										
OG0028642											Macaca_mulatta_ENSMMUG00000046693										
OG0028643											Macaca_mulatta_ENSMMUG00000039636										
OG0028644											Macaca_mulatta_ENSMMUG00000048944										
OG0028645											Macaca_mulatta_ENSMMUG00000030052										
OG0028646											Macaca_mulatta_ENSMMUG00000040613										
OG0028647											Macaca_mulatta_ENSMMUG00000040517										
OG0028648											Macaca_mulatta_ENSMMUG00000046082										
OG0028649											Macaca_mulatta_ENSMMUG00000043833										
OG0028650											Macaca_mulatta_ENSMMUG00000021090										
OG0028651											Macaca_mulatta_ENSMMUG00000045866										
OG0028652											Macaca_mulatta_ENSMMUG00000042990										
OG0028653											Macaca_mulatta_ENSMMUG00000011256										
OG0028654											Macaca_mulatta_ENSMMUG00000044204										
OG0028655											Macaca_mulatta_ENSMMUG00000010225										
OG0028656											Macaca_mulatta_ENSMMUG00000040527										
OG0028657											Macaca_mulatta_ENSMMUG00000014256										
OG0028658											Macaca_mulatta_ENSMMUG00000041816										
OG0028659											Macaca_mulatta_ENSMMUG00000019847										
OG0028660											Macaca_mulatta_ENSMMUG00000037463										
OG0028661											Macaca_mulatta_ENSMMUG00000043088										
OG0028662											Macaca_mulatta_ENSMMUG00000045897										
OG0028663											Macaca_mulatta_ENSMMUG00000037975										
OG0028664											Macaca_mulatta_ENSMMUG00000040234										
OG0028665											Macaca_mulatta_ENSMMUG00000044775										
OG0028666											Macaca_mulatta_ENSMMUG00000010392										
OG0028667											Macaca_mulatta_ENSMMUG00000005470										
OG0028668											Macaca_mulatta_ENSMMUG00000009554										
OG0028669											Macaca_mulatta_ENSMMUG00000038878										
OG0028670											Macaca_mulatta_ENSMMUG00000044575										
OG0028671											Macaca_mulatta_ENSMMUG00000040061										
OG0028672											Macaca_mulatta_ENSMMUG00000022515										
OG0028673											Macaca_mulatta_ENSMMUG00000047304										
OG0028674											Macaca_mulatta_ENSMMUG00000043032										
OG0028675											Macaca_mulatta_ENSMMUG00000002306										
OG0028676											Macaca_mulatta_ENSMMUG00000043819										
OG0028677											Macaca_mulatta_ENSMMUG00000044787										
OG0028678											Macaca_mulatta_ENSMMUG00000013248										
OG0028679											Macaca_mulatta_ENSMMUG00000040734										
OG0028680											Macaca_mulatta_ENSMMUG00000003068										
OG0028681											Macaca_mulatta_ENSMMUG00000010065										
OG0028682											Macaca_mulatta_ENSMMUG00000043947										
OG0028683											Macaca_mulatta_ENSMMUG00000044354										
OG0028684											Macaca_mulatta_ENSMMUG00000023683										
OG0028685											Macaca_mulatta_ENSMMUG00000041296										
OG0028686											Macaca_mulatta_ENSMMUG00000038160										
OG0028687											Macaca_mulatta_ENSMMUG00000043067										
OG0028688											Macaca_mulatta_ENSMMUG00000032400										
OG0028689											Macaca_mulatta_ENSMMUG00000021266										
OG0028690											Macaca_mulatta_ENSMMUG00000039242										
OG0028691											Macaca_mulatta_ENSMMUG00000042327										
OG0028692											Macaca_mulatta_ENSMMUG00000037542										
OG0028693											Macaca_mulatta_ENSMMUG00000029106										
OG0028694											Macaca_mulatta_ENSMMUG00000039834										
OG0028695											Macaca_mulatta_ENSMMUG00000038970										
OG0028696											Macaca_mulatta_ENSMMUG00000048686										
OG0028697											Macaca_mulatta_ENSMMUG00000038254										
OG0028698											Macaca_mulatta_ENSMMUG00000044554										
OG0028699											Macaca_mulatta_ENSMMUG00000045727										
OG0028700											Macaca_mulatta_ENSMMUG00000038353										
OG0028701											Macaca_mulatta_ENSMMUG00000048676										
OG0028702											Macaca_mulatta_ENSMMUG00000040430										
OG0028703											Macaca_mulatta_ENSMMUG00000048831										
OG0028704											Macaca_mulatta_ENSMMUG00000018443										
OG0028705											Macaca_mulatta_ENSMMUG00000046475										
OG0028706											Macaca_mulatta_ENSMMUG00000043580										
OG0028707											Macaca_mulatta_ENSMMUG00000038017										
OG0028708											Macaca_mulatta_ENSMMUG00000017945										
OG0028709											Macaca_mulatta_ENSMMUG00000040804										
OG0028710											Macaca_mulatta_ENSMMUG00000042899										
OG0028711											Macaca_mulatta_ENSMMUG00000039156										
OG0028712											Macaca_mulatta_ENSMMUG00000044718										
OG0028713											Macaca_mulatta_ENSMMUG00000038729										
OG0028714											Macaca_mulatta_ENSMMUG00000044453										
OG0028715											Macaca_mulatta_ENSMMUG00000044042										
OG0028716											Macaca_mulatta_ENSMMUG00000040850										
OG0028717											Macaca_mulatta_ENSMMUG00000046759										
OG0028718											Macaca_mulatta_ENSMMUG00000016460										
OG0028719											Macaca_mulatta_ENSMMUG00000038802										
OG0028720											Macaca_mulatta_ENSMMUG00000030942										
OG0028721											Macaca_mulatta_ENSMMUG00000041809										
OG0028722											Macaca_mulatta_ENSMMUG00000038593										
OG0028723											Macaca_mulatta_ENSMMUG00000044378										
OG0028724											Macaca_mulatta_ENSMMUG00000030021										
OG0028725											Macaca_mulatta_ENSMMUG00000000396										
OG0028726											Macaca_mulatta_ENSMMUG00000043086										
OG0028727											Macaca_mulatta_ENSMMUG00000029385										
OG0028728											Macaca_mulatta_ENSMMUG00000021916										
OG0028729											Macaca_mulatta_ENSMMUG00000043127										
OG0028730											Macaca_mulatta_ENSMMUG00000046281										
OG0028731											Macaca_mulatta_ENSMMUG00000041310										
OG0028732											Macaca_mulatta_ENSMMUG00000048647										
OG0028733											Macaca_mulatta_ENSMMUG00000006937										
OG0028734											Macaca_mulatta_ENSMMUG00000014212										
OG0028735											Macaca_mulatta_ENSMMUG00000040282										
OG0028736											Macaca_mulatta_ENSMMUG00000041972										
OG0028737											Macaca_mulatta_ENSMMUG00000047330										
OG0028738											Macaca_mulatta_ENSMMUG00000037990										
OG0028739											Macaca_mulatta_ENSMMUG00000001968										
OG0028740											Macaca_mulatta_ENSMMUG00000044591										
OG0028741											Macaca_mulatta_ENSMMUG00000044359										
OG0028742											Macaca_mulatta_ENSMMUG00000038566										
OG0028743											Macaca_mulatta_ENSMMUG00000038722										
OG0028744											Macaca_mulatta_ENSMMUG00000048976										
OG0028745											Macaca_mulatta_ENSMMUG00000048197										
OG0028746											Macaca_mulatta_ENSMMUG00000043906										
OG0028747											Macaca_mulatta_ENSMMUG00000046993										
OG0028748											Macaca_mulatta_ENSMMUG00000043711										
OG0028749											Macaca_mulatta_ENSMMUG00000047221										
OG0028750											Macaca_mulatta_ENSMMUG00000010892										
OG0028751											Macaca_mulatta_ENSMMUG00000038936										
OG0028752											Macaca_mulatta_ENSMMUG00000012826										
OG0028753											Macaca_mulatta_ENSMMUG00000043111										
OG0028754											Macaca_mulatta_ENSMMUG00000030339										
OG0028755											Macaca_mulatta_ENSMMUG00000041329										
OG0028756											Macaca_mulatta_ENSMMUG00000012931										
OG0028757											Macaca_mulatta_ENSMMUG00000039825										
OG0028758											Macaca_mulatta_ENSMMUG00000043014										
OG0028759											Macaca_mulatta_ENSMMUG00000003234										
OG0028760											Macaca_mulatta_ENSMMUG00000042295										
OG0028761											Macaca_mulatta_ENSMMUG00000047746										
OG0028762											Macaca_mulatta_ENSMMUG00000044530										
OG0028763											Macaca_mulatta_ENSMMUG00000038632										
OG0028764											Macaca_mulatta_ENSMMUG00000029692										
OG0028765											Macaca_mulatta_ENSMMUG00000039300										
OG0028766											Macaca_mulatta_ENSMMUG00000043116										
OG0028767											Macaca_mulatta_ENSMMUG00000039861										
OG0028768											Macaca_mulatta_ENSMMUG00000017401										
OG0028769											Macaca_mulatta_ENSMMUG00000013209										
OG0028770											Macaca_mulatta_ENSMMUG00000042734										
OG0028771											Macaca_mulatta_ENSMMUG00000046668										
OG0028772											Macaca_mulatta_ENSMMUG00000029855										
OG0028773											Macaca_mulatta_ENSMMUG00000038458										
OG0028774											Macaca_mulatta_ENSMMUG00000046857										
OG0028775											Macaca_mulatta_ENSMMUG00000003563										
OG0028776											Macaca_mulatta_ENSMMUG00000038373										
OG0028777											Macaca_mulatta_ENSMMUG00000045065										
OG0028778											Macaca_mulatta_ENSMMUG00000038639										
OG0028779											Macaca_mulatta_ENSMMUG00000038613										
OG0028780											Macaca_mulatta_ENSMMUG00000042890										
OG0028781											Macaca_mulatta_ENSMMUG00000038891										
OG0028782											Macaca_mulatta_ENSMMUG00000022094										
OG0028783											Macaca_mulatta_ENSMMUG00000047965										
OG0028784											Macaca_mulatta_ENSMMUG00000045925										
OG0028785											Macaca_mulatta_ENSMMUG00000046073										
OG0028786											Macaca_mulatta_ENSMMUG00000037536										
OG0028787											Macaca_mulatta_ENSMMUG00000048586										
OG0028788											Macaca_mulatta_ENSMMUG00000040042										
OG0028789											Macaca_mulatta_ENSMMUG00000011646										
OG0028790											Macaca_mulatta_ENSMMUG00000043170										
OG0028791											Macaca_mulatta_ENSMMUG00000043288										
OG0028792											Macaca_mulatta_ENSMMUG00000032479										
OG0028793											Macaca_mulatta_ENSMMUG00000046140										
OG0028794											Macaca_mulatta_ENSMMUG00000048212										
OG0028795											Macaca_mulatta_ENSMMUG00000046196										
OG0028796											Macaca_mulatta_ENSMMUG00000041461										
OG0028797											Macaca_mulatta_ENSMMUG00000045062										
OG0028798											Macaca_mulatta_ENSMMUG00000046130										
OG0028799											Macaca_mulatta_ENSMMUG00000018060										
OG0028800											Macaca_mulatta_ENSMMUG00000039312										
OG0028801											Macaca_mulatta_ENSMMUG00000043673										
OG0028802											Macaca_mulatta_ENSMMUG00000044849										
OG0028803											Macaca_mulatta_ENSMMUG00000041063										
OG0028804											Macaca_mulatta_ENSMMUG00000002398										
OG0028805											Macaca_mulatta_ENSMMUG00000042703										
OG0028806											Macaca_mulatta_ENSMMUG00000047808										
OG0028807											Macaca_mulatta_ENSMMUG00000047599										
OG0028808											Macaca_mulatta_ENSMMUG00000043405										
OG0028809											Macaca_mulatta_ENSMMUG00000017392										
OG0028810											Macaca_mulatta_ENSMMUG00000041665										
OG0028811											Macaca_mulatta_ENSMMUG00000021148										
OG0028812											Macaca_mulatta_ENSMMUG00000044891										
OG0028813											Macaca_mulatta_ENSMMUG00000048971										
OG0028814											Macaca_mulatta_ENSMMUG00000045726										
OG0028815											Macaca_mulatta_ENSMMUG00000045737										
OG0028816											Macaca_mulatta_ENSMMUG00000038910										
OG0028817											Macaca_mulatta_ENSMMUG00000041173										
OG0028818											Macaca_mulatta_ENSMMUG00000019660										
OG0028819											Macaca_mulatta_ENSMMUG00000011985										
OG0028820											Macaca_mulatta_ENSMMUG00000042879										
OG0028821											Macaca_mulatta_ENSMMUG00000029997										
OG0028822											Macaca_mulatta_ENSMMUG00000039486										
OG0028823											Macaca_mulatta_ENSMMUG00000037940										
OG0028824											Macaca_mulatta_ENSMMUG00000010537										
OG0028825											Macaca_mulatta_ENSMMUG00000022178										
OG0028826											Macaca_mulatta_ENSMMUG00000038370										
OG0028827											Macaca_mulatta_ENSMMUG00000019832										
OG0028828											Macaca_mulatta_ENSMMUG00000043219										
OG0028829											Macaca_mulatta_ENSMMUG00000038589										
OG0028830											Macaca_mulatta_ENSMMUG00000044325										
OG0028831											Macaca_mulatta_ENSMMUG00000037866										
OG0028832											Macaca_mulatta_ENSMMUG00000044620										
OG0028833											Macaca_mulatta_ENSMMUG00000045088										
OG0028834											Macaca_mulatta_ENSMMUG00000039018										
OG0028835											Macaca_mulatta_ENSMMUG00000044802										
OG0028836											Macaca_mulatta_ENSMMUG00000019102										
OG0028837											Macaca_mulatta_ENSMMUG00000043509										
OG0028838											Macaca_mulatta_ENSMMUG00000043180										
OG0028839											Macaca_mulatta_ENSMMUG00000042456										
OG0028840											Macaca_mulatta_ENSMMUG00000007833										
OG0028841											Macaca_mulatta_ENSMMUG00000044388										
OG0028842											Macaca_mulatta_ENSMMUG00000039443										
OG0028843											Macaca_mulatta_ENSMMUG00000013407										
OG0028844											Macaca_mulatta_ENSMMUG00000019607										
OG0028845											Macaca_mulatta_ENSMMUG00000038797										
OG0028846											Macaca_mulatta_ENSMMUG00000048733										
OG0028847											Macaca_mulatta_ENSMMUG00000048047										
OG0028848											Macaca_mulatta_ENSMMUG00000048822										
OG0028849											Macaca_mulatta_ENSMMUG00000014911										
OG0028850											Macaca_mulatta_ENSMMUG00000038546										
OG0028851											Macaca_mulatta_ENSMMUG00000038641										
OG0028852											Macaca_mulatta_ENSMMUG00000049069										
OG0028853											Macaca_mulatta_ENSMMUG00000046966										
OG0028854											Macaca_mulatta_ENSMMUG00000038578										
OG0028855											Macaca_mulatta_ENSMMUG00000037740										
OG0028856											Macaca_mulatta_ENSMMUG00000044188										
OG0028857											Macaca_mulatta_ENSMMUG00000047039										
OG0028858											Macaca_mulatta_ENSMMUG00000046757										
OG0028859											Macaca_mulatta_ENSMMUG00000039895										
OG0028860											Macaca_mulatta_ENSMMUG00000047291										
OG0028861											Macaca_mulatta_ENSMMUG00000043218										
OG0028862											Macaca_mulatta_ENSMMUG00000045465										
OG0028863											Macaca_mulatta_ENSMMUG00000043046										
OG0028864											Macaca_mulatta_ENSMMUG00000039450										
OG0028865											Macaca_mulatta_ENSMMUG00000045355										
OG0028866											Macaca_mulatta_ENSMMUG00000048584										
