liver	ovary	testis
ENSAMEG00000009808	2.139165	0.280948	1.981096
ENSAMEG00000009809	0.2557424	3.17173	1.075231
ENSAMEG00000009810	0.9558298	3.006325	1.993225
ENSAMEG00000009811	0.3031156	2.194733	0.2990899
ENSAMEG00000009812	0.1103795	0.5608255	0.252676
ENSAMEG00000009813	0.07780342	0.03303219	0.1355371
ENSAMEG00000009814	0	0.3852157	0
ENSAMEG00000009815	0.9012372	5.223913	2.208339
ENSAMEG00000009816	0	1.83975	1.75739
ENSAMEG00000009817	0.7931393	4.320477	1.8216
ENSAMEG00000009818	4.543737	5.325695	2.582667
ENSAMEG00000009819	4.19127	6.318902	4.163668
ENSAMEG00000009820	0.5452548	3.340601	2.186855
ENSAMEG00000009821	1.505815	3.859375	2.898889
ENSAMEG00000009822	0	1.620854	4.440779
ENSAMEG00000009823	2.620995	6.478176	3.76271
ENSAMEG00000009824	3.742599	6.191496	3.646174
ENSAMEG00000009825	1.463978	2.272026	0.3350419
ENSAMEG00000009826	0.1182671	0.7706253	0.6335679
ENSAMEG00000009827	0.3341495	1.961953	1.594291
ENSAMEG00000009828	2.637779	4.347885	3.799833
ENSAMEG00000009829	0.6560194	5.057572	1.672181
ENSAMEG00000009830	0.2759308	0.6552382	0
ENSAMEG00000009831	5.391132	6.647215	4.856757
ENSAMEG00000009832	5.794112	5.340594	6.925964
ENSAMEG00000009833	3.810967	5.727901	6.76682
ENSAMEG00000009834	0	0	0
ENSAMEG00000009835	4.245404	5.089163	5.302473
ENSAMEG00000009836	4.700861	7.889054	5.810477
ENSAMEG00000009837	0.453324	4.597741	1.462909
ENSAMEG00000009838	0	0.06774857	0.0524081
ENSAMEG00000009839	0	0.456454	0.1009744
ENSAMEG00000009840	0.439688	2.735711	1.105282
ENSAMEG00000009841	0	0	0
ENSAMEG00000009842	0.7892635	2.591392	2.977496
ENSAMEG00000009843	5.634364	6.207866	3.226883
ENSAMEG00000009844	4.282818	7.049892	5.189093
ENSAMEG00000009845	0	0	1.909512
ENSAMEG00000009846	0.9103267	4.041628	2.071845
ENSAMEG00000009847	0	1.521448	0.9270879
ENSAMEG00000009848	1.436988	2.625577	1.582542
ENSAMEG00000009849	1.299327	2.694626	1.92192
ENSAMEG00000009850	2.002429	4.504627	3.284858
ENSAMEG00000009851	0	0.09482425	0.1807958
ENSAMEG00000009852	3.232495	5.641849	6.022275
ENSAMEG00000009853	1.081926	3.951103	1.766387
ENSAMEG00000009854	0.3743395	1.524184	0.3653017
ENSAMEG00000009855	5.291191	7.168812	7.528634
ENSAMEG00000009856	0.5583872	3.942866	3.277058
ENSAMEG00000009857	0	0.06993226	0.02819245
ENSAMEG00000009858	0	0	0
ENSAMEG00000009859	5.454334	0.7286911	0.1624975
ENSAMEG00000009860	4.926004	6.461658	4.665336
ENSAMEG00000009861	0.60623	0.05209741	0.07002778
ENSAMEG00000009862	0.09795377	0.812757	0.1888567
ENSAMEG00000009863	0.1270579	3.072197	1.736133
ENSAMEG00000009864	9.825787	11.04	11.58162
ENSAMEG00000009865	0	0.06443453	2.059615
ENSAMEG00000009866	0.4203638	3.028033	4.450149
ENSAMEG00000009867	1.916121	3.467879	0.5881128
ENSAMEG00000009868	0.8736778	2.302538	1.915812
ENSAMEG00000009869	3.262369	5.557324	6.009533
ENSAMEG00000009870	0	0.9925843	0
ENSAMEG00000009871	0.1024267	1.431746	0.5015798
ENSAMEG00000009872	0	1.183918	6.528112
ENSAMEG00000009873	0	0	0
ENSAMEG00000009874	0	2.964205	0.1222187
ENSAMEG00000009875	0.3437955	0.1454466	0.02997396
ENSAMEG00000009876	0.03376635	0.505206	1.213727
ENSAMEG00000009877	1.496488	0	0.2279037
ENSAMEG00000009878	8.203744	9.972994	8.31701
ENSAMEG00000009879	0.196432	3.405339	2.631919
ENSAMEG00000009880	0.01258752	0.2086983	2.292888
ENSAMEG00000009881	0	0	0.3222178
ENSAMEG00000009882	3.474488	4.544986	3.843562
ENSAMEG00000009883	0.2892773	2.655334	2.573748
ENSAMEG00000009884	0.7064872	2.550364	2.307335
ENSAMEG00000009885	0.532675	0.5540397	0.6167557
ENSAMEG00000009886	7.821812	6.799618	7.207229
ENSAMEG00000009887	5.148641	5.289702	3.543669
ENSAMEG00000009888	0.1228703	0.2452608	1.044009
ENSAMEG00000009889	2.668235	2.129003	3.873469
ENSAMEG00000009890	0.04117512	0	0.01657733
ENSAMEG00000009891	0.7727953	1.906379	1.099403
ENSAMEG00000009892	3.277824	6.213026	4.03841
ENSAMEG00000009893	0.3592198	2.536583	2.611083
ENSAMEG00000009894	7.354787	7.204503	7.555149
ENSAMEG00000009895	4.723176	7.690885	6.983621
ENSAMEG00000009896	0.6264055	2.860055	3.543835
ENSAMEG00000009897	0	0	0.4337201
ENSAMEG00000009898	3.11864	5.537992	4.53436
ENSAMEG00000009899	1.229114	3.003604	3.510835
ENSAMEG00000009900	1.686003	4.120941	3.693598
ENSAMEG00000009901	0.2342009	0.8521131	0.5726578
ENSAMEG00000009902	2.617879	4.103061	4.485717
ENSAMEG00000009903	0	2.281861	0.6223635
ENSAMEG00000009904	0	1.022176	7.544578
ENSAMEG00000009905	1.064835	2.871995	4.448392
ENSAMEG00000009906	0	0	4.046238
ENSAMEG00000009907	0.8769408	1.525427	1.477781
ENSAMEG00000009908	0	0	0
ENSAMEG00000009909	0.3367073	1.898007	0.939447
ENSAMEG00000009910	0.2807782	0	0
ENSAMEG00000009911	3.660267	4.512796	3.558157
ENSAMEG00000009912	0	0	0.3965946
ENSAMEG00000009913	0	0.01752987	2.282973
ENSAMEG00000009914	0	0	3.612152
ENSAMEG00000009915	0.2513725	0.1097653	0
ENSAMEG00000009916	0	0.6381647	9.784758
ENSAMEG00000009917	0	0.619057	0.1187834
ENSAMEG00000009918	0	1.505469	7.293168
ENSAMEG00000009919	6.26686	4.613367	2.192481
ENSAMEG00000009920	2.151167	3.333972	3.668641
ENSAMEG00000009921	0.2383687	2.724751	2.560668
ENSAMEG00000009922	0	0	0
ENSAMEG00000009923	3.846172	2.386259	2.068148
ENSAMEG00000009924	0.5286333	3.100508	3.845641
ENSAMEG00000009925	0	0	0
ENSAMEG00000009926	0.03910947	1.708752	0.09691503
ENSAMEG00000009927	6.814653	5.679201	6.811802
ENSAMEG00000009928	1.714206	4.672951	3.423288
ENSAMEG00000009929	0	1.548999	0
ENSAMEG00000009930	2.74129	4.321899	4.903935
ENSAMEG00000009931	0.331641	1.090223	0.1798511
ENSAMEG00000009932	2.172667	3.418095	3.548091
ENSAMEG00000009933	0.233823	3.106069	3.684908
ENSAMEG00000009934	0	0.3601968	6.032709
ENSAMEG00000009935	0	0.04053548	0.04938876
ENSAMEG00000009936	0.519398	4.750194	1.409114
ENSAMEG00000009937	6.932463	8.799764	8.559931
ENSAMEG00000009938	2.092458	3.741683	3.436266
ENSAMEG00000009939	1.774144	4.27884	3.670127
ENSAMEG00000009940	5.228719	7.914056	6.308554
ENSAMEG00000009941	0.2930655	1.371464	1.607901
ENSAMEG00000009942	5.800597	7.168923	8.011652
ENSAMEG00000009943	0	0	1.023333
ENSAMEG00000009944	0.588059	4.112542	1.359887
ENSAMEG00000009945	1.133741	4.382287	3.32268
ENSAMEG00000009946	7.580372	6.80457	5.490313
ENSAMEG00000009947	3.229277	4.969413	3.669129
ENSAMEG00000009948	3.015544	0.1490811	0.04549945
ENSAMEG00000009949	2.428368	3.07154	0.9703192
ENSAMEG00000009950	0.8292561	3.141523	4.075858
ENSAMEG00000009951	4.31755	4.628704	2.977401
ENSAMEG00000009952	4.041821	3.46784	1.025631
ENSAMEG00000009953	0.2420342	3.064443	1.778865
ENSAMEG00000009954	0	3.239788	0
ENSAMEG00000009955	0	0.6376687	0.1893691
ENSAMEG00000009956	0	0.1778464	0.1303036
ENSAMEG00000009957	1.870357	1.431692	1.280172
ENSAMEG00000009958	5.042767	8.204752	6.160787
ENSAMEG00000009959	0	0	0
ENSAMEG00000009960	0.3497785	4.279627	2.256334
ENSAMEG00000009961	3.615746	5.925112	5.842282
ENSAMEG00000009962	5.370823	0.09796536	0.4254658
ENSAMEG00000009963	0.6606156	2.117389	0.9095611
ENSAMEG00000009964	0.7497831	3.287097	2.196144
ENSAMEG00000009965	0	2.502674	3.563735
ENSAMEG00000009966	0.1180557	3.931437	2.114654
ENSAMEG00000009967	3.012556	2.695894	5.669458
ENSAMEG00000009968	0	0	0
ENSAMEG00000009969	5.259412	7.539539	5.709464
ENSAMEG00000009970	1.33292	1.010658	1.120896
ENSAMEG00000009971	4.541614	7.777794	7.297723
ENSAMEG00000009972	1.347093	3.840816	2.136063
ENSAMEG00000009973	2.342063	3.955322	3.851689
ENSAMEG00000009974	0.2724592	1.736717	1.631854
ENSAMEG00000009975	1.177159	0.04380937	0.340421
ENSAMEG00000009976	1.656798	4.549164	1.645798
ENSAMEG00000009977	1.508246	3.827982	5.071355
ENSAMEG00000009978	2.532359	0.2563054	0.08762116
ENSAMEG00000009979	2.07331	3.761455	2.716846
ENSAMEG00000009980	0.2564636	2.355352	4.214475
ENSAMEG00000009981	0	0.1490421	0.8671532
ENSAMEG00000009982	0	0.4249414	0.6867569
ENSAMEG00000009983	3.594417	4.485292	3.569528
ENSAMEG00000009984	5.025485	7.214309	6.110585
ENSAMEG00000009985	0.195951	1.828774	3.343973
ENSAMEG00000009986	0.2828027	0.1663028	2.21683
ENSAMEG00000009987	3.105681	3.634675	3.807932
ENSAMEG00000009988	5.607801	6.37078	4.273986
ENSAMEG00000009989	2.455594	4.989125	5.638317
ENSAMEG00000009990	0.391033	3.346941	2.190637
ENSAMEG00000009991	1.79273	4.33298	6.15494
ENSAMEG00000009992	5.422038	7.216532	6.286244
ENSAMEG00000009993	3.473496	4.247342	3.099586
ENSAMEG00000009994	0.8681352	1.108524	5.955764
ENSAMEG00000009995	0	0	1.838581
ENSAMEG00000009997	1.461361	2.89821	2.55816
ENSAMEG00000009998	0.2835437	1.631258	0.8573895
ENSAMEG00000009999	2.415172	5.878637	6.316151
ENSAMEG00000010000	0.5092621	2.356587	0.5608365
ENSAMEG00000010001	2.981769	6.336444	4.398179
ENSAMEG00000010002	0.4119783	2.414016	1.026765
ENSAMEG00000010003	0.9866301	0.1052736	0.2573703
ENSAMEG00000010004	2.588186	2.094192	2.679417
ENSAMEG00000010005	0	1.508317	0
ENSAMEG00000010006	0.1707122	2.771636	1.930817
ENSAMEG00000010007	1.483318	3.661909	1.721123
ENSAMEG00000010008	0.124757	0	0.1154198
ENSAMEG00000010009	0.1018727	1.889497	0.387442
ENSAMEG00000010010	3.916553	4.532654	3.982209
ENSAMEG00000010011	1.168796	4.347333	2.992061
ENSAMEG00000010012	0	0	0
ENSAMEG00000010013	2.075221	3.997843	1.206999
ENSAMEG00000010014	4.690529	0.851045	0.1595052
ENSAMEG00000010015	2.352962	2.901838	1.891998
ENSAMEG00000010016	9.674311	7.859386	11.24451
ENSAMEG00000010017	0.0455446	0.7725529	0.921594
ENSAMEG00000010018	0	4.458572	0.7825486
ENSAMEG00000010019	4.569783	2.707238	3.773363
ENSAMEG00000010020	1.99188	5.07116	3.579813
ENSAMEG00000010021	5.309129	5.858642	4.291493
ENSAMEG00000010022	0.3509996	3.150017	1.682119
ENSAMEG00000010023	0.1336752	1.329835	3.599556
ENSAMEG00000010024	0.3603058	3.275567	3.898595
ENSAMEG00000010025	5.165458	5.699688	2.773878
ENSAMEG00000010026	7.929513	7.373509	5.501656
ENSAMEG00000010027	0.9948954	1.658125	1.496283
ENSAMEG00000010028	1.049164	3.933393	2.712598
ENSAMEG00000010029	0.05001084	0.3726513	1.482304
ENSAMEG00000010030	0.1142179	0.7610018	1.974588
ENSAMEG00000010031	3.909495	2.639373	2.736523
ENSAMEG00000010032	0.5414276	0	0
ENSAMEG00000010033	1.910226	5.022403	3.257356
ENSAMEG00000010034	1.042847	4.134697	2.910337
ENSAMEG00000010035	0.0633091	1.724707	1.337917
ENSAMEG00000010036	2.021714	3.526945	2.93499
ENSAMEG00000010037	0.1488925	2.80276	1.388735
ENSAMEG00000010038	1.416045	5.056577	2.492278
ENSAMEG00000010039	3.624194	4.589734	3.762976
ENSAMEG00000010040	0	0	0
ENSAMEG00000010041	1.598751	4.954676	5.756177
ENSAMEG00000010042	1.823774	3.806025	4.446772
ENSAMEG00000010043	1.447008	4.460828	3.256378
ENSAMEG00000010044	0.7225919	2.578941	1.996551
ENSAMEG00000010045	2.574649	4.521384	2.922715
ENSAMEG00000010046	0.5925321	2.605106	3.609022
ENSAMEG00000010047	1.558194	2.743282	2.293756
ENSAMEG00000010048	0.9111347	3.754	2.714355
ENSAMEG00000010049	3.028109	5.736134	2.885235
ENSAMEG00000010050	0	1.307516	5.449007
ENSAMEG00000010051	0.4426389	3.371141	2.355403
ENSAMEG00000010052	1.413329	3.647717	2.84605
ENSAMEG00000010053	0.2767885	2.046826	0.2406404
ENSAMEG00000010054	1.104598	1.897852	1.712785
ENSAMEG00000010055	2.419693	4.015703	3.565719
ENSAMEG00000010056	2.244744	4.636317	3.646693
ENSAMEG00000010057	2.31658	0.417663	0.18997
ENSAMEG00000010058	0.04885067	0.5213071	0.7666045
ENSAMEG00000010059	0.922911	3.332187	1.278978
ENSAMEG00000010060	1.611645	4.181548	4.617487
ENSAMEG00000010061	0	2.365516	2.142933
ENSAMEG00000010062	0.5172686	0.9802513	0.09967467
ENSAMEG00000010063	0.7932966	0.670233	0.6912393
ENSAMEG00000010064	0.7909713	2.169466	2.633977
ENSAMEG00000010065	1.738776	3.80269	3.291767
ENSAMEG00000010066	1.269703	4.228025	3.447969
ENSAMEG00000010067	5.739392	6.213271	7.090123
ENSAMEG00000010068	4.765535	0.19958	0.5266328
ENSAMEG00000010069	0.04951702	0.7108287	2.412527
ENSAMEG00000010070	1.041299	2.284458	1.396565
ENSAMEG00000010071	6.328366	2.564266	0.8583407
ENSAMEG00000010072	0	0.1423585	0.05950715
ENSAMEG00000010073	2.331906	4.935111	4.618104
ENSAMEG00000010074	3.86923	2.737648	0.5804186
ENSAMEG00000010075	2.330613	6.283075	5.754992
ENSAMEG00000010076	11.6109	11.08542	11.14296
ENSAMEG00000010077	0	0	0
ENSAMEG00000010078	3.652682	5.619049	4.636891
ENSAMEG00000010079	0	0.04778684	0
ENSAMEG00000010080	4.230309	6.3242	4.712558
ENSAMEG00000010081	3.372658	4.080453	2.370195
ENSAMEG00000010082	0	0.1598965	1.090318
ENSAMEG00000010083	6.178262	4.166491	4.976332
ENSAMEG00000010084	1.359083	3.140258	1.176629
ENSAMEG00000010085	1.454892	1.580059	0.9566827
ENSAMEG00000010086	0	0.05734435	0.02247719
ENSAMEG00000010087	0	0.6397193	2.495475
ENSAMEG00000010088	0	0	0
ENSAMEG00000010089	1.754272	3.087841	2.454386
ENSAMEG00000010090	1.086267	4.96715	5.40668
ENSAMEG00000010091	1.016846	3.01888	2.088393
ENSAMEG00000010092	0.1169812	1.464114	0.6345226
ENSAMEG00000010093	11.60084	10.5957	11.27473
ENSAMEG00000010094	5.941322	0.2148211	0.5862555
ENSAMEG00000010095	0	0.1438975	0.3288548
ENSAMEG00000010096	0.06156028	0	0
ENSAMEG00000010097	6.463224	9.388063	10.07013
ENSAMEG00000010098	1.159061	3.753091	1.44842
ENSAMEG00000010099	0.213565	2.731592	2.680599
ENSAMEG00000010100	1.040963	4.880788	3.515044
ENSAMEG00000010101	0.2851015	0.1210785	0.05551998
ENSAMEG00000010102	0.7004069	0.6284013	0.6527315
ENSAMEG00000010103	5.989044	5.858337	4.012275
ENSAMEG00000010104	2.735184	4.602665	4.332593
ENSAMEG00000010105	5.183085	8.052073	7.744639
ENSAMEG00000010106	1.825216	4.868272	4.118277
ENSAMEG00000010107	0.1866032	0.3864324	0.09641934
ENSAMEG00000010108	0.4338034	3.933223	3.066055
ENSAMEG00000010109	0	1.306846	0.02050078
ENSAMEG00000010110	0	0.05110171	3.539854
ENSAMEG00000010111	2.034103	5.032454	4.063762
ENSAMEG00000010112	3.406484	4.370701	4.203373
ENSAMEG00000010113	0.9424244	2.25961	0.7020076
ENSAMEG00000010114	2.973185	5.763497	3.292178
ENSAMEG00000010115	3.851509	5.45249	6.344933
ENSAMEG00000010116	0.1392691	1.338972	0.7117706
ENSAMEG00000010117	2.19327	4.464015	4.734677
ENSAMEG00000010118	0	3.457329	0.2966313
ENSAMEG00000010119	3.32816	3.433678	1.539243
ENSAMEG00000010120	4.789901	3.951653	1.029608
ENSAMEG00000010121	8.1453	8.806514	8.205177
ENSAMEG00000010122	0	1.064773	0
ENSAMEG00000010123	2.41983	2.560343	0.5573905
ENSAMEG00000010124	0	0.3862448	0
ENSAMEG00000010125	2.409752	5.962718	5.803524
ENSAMEG00000010126	1.998567	1.611871	0.9746306
ENSAMEG00000010127	0	0.1810338	0.2752097
ENSAMEG00000010128	0.9172018	0.8229683	1.161359
ENSAMEG00000010129	0	0.2795486	0.8889073
ENSAMEG00000010130	0.1895555	0.08398845	0.5309147
ENSAMEG00000010131	1.091165	3.493852	3.568774
ENSAMEG00000010132	0.08510413	0.2980342	0.5085351
ENSAMEG00000010133	0.2808328	1.315178	0.2426147
ENSAMEG00000010134	0	0	0.8992901
ENSAMEG00000010135	3.306033	4.471727	5.434305
ENSAMEG00000010136	0.1462785	4.684735	0.7899854
ENSAMEG00000010137	6.160594	8.441533	3.113552
ENSAMEG00000010138	0.4763578	3.025481	2.131096
ENSAMEG00000010139	3.046149	5.937301	4.200701
ENSAMEG00000010140	3.118561	6.12843	4.070458
ENSAMEG00000010141	1.666607	4.383227	2.643812
ENSAMEG00000010142	0	0	0.04278916
ENSAMEG00000010143	1.613518	3.797013	1.832712
ENSAMEG00000010144	5.232431	2.686566	0.5647937
ENSAMEG00000010145	2.455889	4.446223	5.144185
ENSAMEG00000010146	0.5712001	3.44144	3.036706
ENSAMEG00000010147	4.335826	5.59966	4.192155
ENSAMEG00000010148	0.9427975	4.739654	3.135297
ENSAMEG00000010149	3.061159	4.041138	2.471429
ENSAMEG00000010150	2.515455	4.27678	3.737146
ENSAMEG00000010151	0.2255711	1.696221	0.1789402
ENSAMEG00000010152	6.041175	4.874512	3.387182
ENSAMEG00000010153	3.470619	2.996219	3.257136
ENSAMEG00000010154	4.828555	4.374504	2.492061
ENSAMEG00000010155	0.1570786	0.706	2.041646
ENSAMEG00000010156	5.300633	4.70166	2.304567
ENSAMEG00000010157	0	0	0
ENSAMEG00000010158	3.070946	5.392039	2.165127
ENSAMEG00000010159	0.6457505	3.179675	2.790962
ENSAMEG00000010160	4.357819	6.003101	3.769952
ENSAMEG00000010161	0.9478015	3.753284	1.398307
ENSAMEG00000010162	0	0.82489	1.460666
ENSAMEG00000010163	5.748496	6.159005	6.128865
ENSAMEG00000010164	0	0.2845923	0
ENSAMEG00000010165	0.247597	3.580556	1.827563
ENSAMEG00000010166	6.134769	7.282773	1.436844
ENSAMEG00000010167	0.6656611	2.515894	3.158933
ENSAMEG00000010168	8.075287	9.98201	7.971291
ENSAMEG00000010169	0.7123431	2.511954	2.97632
ENSAMEG00000010170	1.447695	3.232715	2.573719
ENSAMEG00000010171	0	1.263527	0.2486599
ENSAMEG00000010172	0	0	0.211072
ENSAMEG00000010173	0	0.4639593	0
ENSAMEG00000010174	0.3244224	3.243954	3.334172
ENSAMEG00000010175	2.352982	3.931163	3.828611
ENSAMEG00000010176	0	0	0
ENSAMEG00000010177	0.6001356	3.219649	1.706601
ENSAMEG00000010178	0.1543071	0.06332208	0.02720261
ENSAMEG00000010179	0.3773015	2.734658	1.465363
ENSAMEG00000010180	0	0.3797629	0
ENSAMEG00000010181	1.819652	2.900061	1.64962
ENSAMEG00000010182	0.8518278	1.375457	0.9874751
ENSAMEG00000010183	2.36907	6.110679	3.440399
ENSAMEG00000010184	0	0	0.346983
ENSAMEG00000010185	3.378788	3.599877	0
ENSAMEG00000010186	0.9096118	4.317022	1.690399
ENSAMEG00000010187	0	2.712741	1.836268
ENSAMEG00000010188	0.04111301	0.6817938	1.656373
ENSAMEG00000010189	4.268734	5.236037	0
ENSAMEG00000010190	0.4559492	2.483483	2.097351
ENSAMEG00000010191	0	1.190286	0.4525554
ENSAMEG00000010192	2.803632	5.927422	4.902228
ENSAMEG00000010193	2.051852	4.493103	3.493058
ENSAMEG00000010194	0.3819888	3.09722	3.533738
ENSAMEG00000010195	1.569418	4.054607	0.1565325
ENSAMEG00000010196	0.1353534	0.3515854	0.1156825
ENSAMEG00000010197	4.250219	4.620258	1.613805
ENSAMEG00000010198	3.565195	4.504482	5.173372
ENSAMEG00000010199	0	1.228388	0.6442799
ENSAMEG00000010200	4.900819	6.64029	4.636613
ENSAMEG00000010201	3.200646	6.796715	5.696887
ENSAMEG00000010202	2.985948	1.607697	3.237365
ENSAMEG00000010203	0	0	0.02411298
ENSAMEG00000010204	0.2810988	4.207752	0.6225668
ENSAMEG00000010205	0	5.162754	3.177994
ENSAMEG00000010206	0	0.08942425	0.08790529
ENSAMEG00000010207	2.41502	4.911596	4.280444
ENSAMEG00000010208	2.012229	4.27965	4.027331
ENSAMEG00000010209	0	0.1402722	2.083652
ENSAMEG00000010210	1.443092	3.632187	1.889945
ENSAMEG00000010211	1.81334	4.917093	5.144666
ENSAMEG00000010212	1.831748	3.923625	4.609099
ENSAMEG00000010213	3.665097	6.571624	5.611642
ENSAMEG00000010214	1.822427	5.048459	2.206187
ENSAMEG00000010215	1.601226	3.376385	2.134674
ENSAMEG00000010216	4.275476	6.71133	5.167884
ENSAMEG00000010217	0.0616981	0.0974889	0.6781404
ENSAMEG00000010218	6.777104	0.9492047	0.2420159
ENSAMEG00000010219	1.533439	4.878461	3.226974
ENSAMEG00000010220	0.4899488	3.133521	1.94439
ENSAMEG00000010221	0	0	1.640519
ENSAMEG00000010222	0	1.397535	0
ENSAMEG00000010223	0.5821089	4.633751	1.916469
ENSAMEG00000010224	0.8845409	4.314145	3.710592
ENSAMEG00000010225	2.293968	2.284929	3.96595
ENSAMEG00000010226	0	0	0
ENSAMEG00000010227	8.796393	0.4922173	0.4187178
ENSAMEG00000010228	8.261968	5.391455	7.439232
ENSAMEG00000010230	1.097827	3.272453	3.085503
ENSAMEG00000010231	0.4435695	4.28367	3.451256
ENSAMEG00000010232	1.220503	0.1896487	0.7464693
ENSAMEG00000010233	0.4968478	4.308172	1.83516
ENSAMEG00000010234	0	0	0
ENSAMEG00000010235	1.09475	3.591308	0.9622951
ENSAMEG00000010236	1.856695	4.586987	3.600424
ENSAMEG00000010237	1.354272	6.930276	5.529159
ENSAMEG00000010238	1.649652	4.012738	2.31674
ENSAMEG00000010239	0.6163106	2.036542	1.116164
ENSAMEG00000010240	0.2839585	1.435831	1.188046
ENSAMEG00000010241	1.937698	4.33053	4.484602
ENSAMEG00000010242	1.936674	0.8647008	11.08506
ENSAMEG00000010243	2.685918	0.05778393	0.7754535
ENSAMEG00000010244	0	0.1511509	0.1272676
ENSAMEG00000010245	5.312651	7.51454	9.382929
ENSAMEG00000010246	4.687396	4.87718	3.650806
ENSAMEG00000010247	0	0	0.6741659
ENSAMEG00000010248	8.078508	0.5008184	0.1153064
ENSAMEG00000010249	1.457384	3.664972	3.002784
ENSAMEG00000010250	0.2816199	3.44884	2.898199
ENSAMEG00000010251	0.8338487	3.335895	3.862441
ENSAMEG00000010252	0	5.350501	5.222117
ENSAMEG00000010253	0.841796	2.540434	1.673656
ENSAMEG00000010254	0	2.306595	2.267799
ENSAMEG00000010255	0.6216979	3.348414	2.739103
ENSAMEG00000010256	5.050702	4.120675	3.561815
ENSAMEG00000010257	0	1.090833	0.5765608
ENSAMEG00000010258	4.22492	5.399844	6.512067
ENSAMEG00000010259	1.355456	3.683876	1.70044
ENSAMEG00000010260	4.308077	6.572646	4.320022
ENSAMEG00000010261	2.140281	3.435673	1.566942
ENSAMEG00000010262	2.937278	5.324904	7.51428
ENSAMEG00000010263	0.3741002	1.331963	0.9331995
ENSAMEG00000010264	1.542763	4.335733	4.925107
ENSAMEG00000010265	1.717276	0.2422354	2.688234
ENSAMEG00000010266	0	1.429712	3.023124
ENSAMEG00000010267	5.242488	6.370494	5.432398
ENSAMEG00000010268	3.290827	5.904552	5.687993
ENSAMEG00000010269	0.9046113	2.852522	2.028166
ENSAMEG00000010270	0	0.7692182	0.1489966
ENSAMEG00000010271	0.2355286	0.9929721	2.027819
ENSAMEG00000010272	1.136159	2.095945	1.342452
ENSAMEG00000010273	0.1818061	1.595012	0.3891416
ENSAMEG00000010274	5.406649	5.293061	4.421169
ENSAMEG00000010275	0.247309	2.940817	0.276237
ENSAMEG00000010276	9.737298	6.497632	8.266623
ENSAMEG00000010277	1.094662	3.202689	1.322263
ENSAMEG00000010278	1.862999	1.284141	1.074101
ENSAMEG00000010279	1.108986	3.582243	4.045015
ENSAMEG00000010280	2.12497	5.837113	3.478014
ENSAMEG00000010281	1.955718	3.259031	3.921779
ENSAMEG00000010282	5.025498	4.406523	3.716881
ENSAMEG00000010283	0	1.804074	1.068836
ENSAMEG00000010284	2.366339	4.127757	2.541909
ENSAMEG00000010285	2.681712	5.276765	4.29813
ENSAMEG00000010286	3.386149	4.547505	4.133909
ENSAMEG00000010287	3.207392	5.364331	3.366216
ENSAMEG00000010288	1.134425	3.950888	4.14978
ENSAMEG00000010289	4.169308	0.1408441	0.07710747
ENSAMEG00000010290	1.235225	4.157941	2.72708
ENSAMEG00000010291	0.5878277	5.289875	4.72779
ENSAMEG00000010292	1.528569	1.455101	2.34574
ENSAMEG00000010293	0.09528835	2.375162	2.410859
ENSAMEG00000010294	2.015405	2.214834	0.8276069
ENSAMEG00000010295	0.9831012	3.527033	4.478545
ENSAMEG00000010296	0.1239944	4.222233	3.995086
ENSAMEG00000010297	1.586183	4.451521	2.96375
ENSAMEG00000010298	3.503641	8.261987	8.36399
ENSAMEG00000010299	0	0.105984	0.9448944
ENSAMEG00000010300	0	0	0
ENSAMEG00000010301	0	0.1800485	0.6023172
ENSAMEG00000010302	0.9903094	3.12478	2.065059
ENSAMEG00000010303	2.326903	3.663948	1.058448
ENSAMEG00000010304	1.121407	2.817241	0.9486427
ENSAMEG00000010305	0.7247027	3.735067	0.6328926
ENSAMEG00000010306	0	0	4.153465
ENSAMEG00000010307	1.009283	4.412212	1.938109
ENSAMEG00000010308	0.3899643	3.253118	2.762557
ENSAMEG00000010309	1.131293	4.332615	1.689568
ENSAMEG00000010310	1.285426	3.327239	3.135042
ENSAMEG00000010311	0.1178506	2.335926	1.957487
ENSAMEG00000010312	0	0.6064053	4.586284
ENSAMEG00000010313	2.433849	4.049091	4.742578
ENSAMEG00000010314	0.6556825	3.642933	2.437561
ENSAMEG00000010315	3.891312	4.445905	4.771479
ENSAMEG00000010316	3.106708	3.629881	2.227452
ENSAMEG00000010317	1.566435	2.962157	2.414328
ENSAMEG00000010318	2.605961	4.671684	3.153492
ENSAMEG00000010319	0.8261803	2.813262	0.7556849
ENSAMEG00000010320	0.03985802	3.041555	1.024128
ENSAMEG00000010321	0.3639773	0.3920811	0
ENSAMEG00000010322	5.856152	7.611194	7.929325
ENSAMEG00000010323	0.3935864	1.75835	1.027062
ENSAMEG00000010324	4.290631	0.413737	0.5078687
ENSAMEG00000010325	2.12133	4.590201	5.943256
ENSAMEG00000010326	2.612902	4.949563	2.399291
ENSAMEG00000010327	0	1.782727	2.69649
ENSAMEG00000010328	1.82627	3.354997	0.7783617
ENSAMEG00000010329	4.433494	4.434628	5.454923
ENSAMEG00000010330	0	0	0
ENSAMEG00000010331	6.563239	7.582804	6.054536
ENSAMEG00000010332	0	0	0
ENSAMEG00000010333	0.2621168	1.99069	0.3774503
ENSAMEG00000010334	0.8198447	3.026508	3.990347
ENSAMEG00000010335	0	0	0.1903784
